EF,ACC,page,author,year,experiment,family,genus,species,variety,plant_type,plant_type_2,plant_type_3,diversity_type,plant_quality_type,defence_type_specific,trait_category,structure,experiment_type,study_type,plant_lifestage,shade_tolerance,plant_lifestage_2,plant_age,diversity_level,latitude,biome_type,Nfixing,broadleaf_conifer_mix,forb_legume_grass_mix,density,PD,PD2,SR,X_control,SE_control,SD_control,N_control,X_mixture,SE_control.1,SD_mixture,N_mixture,data_source,notes,yi,vi
ef924,53,65,"Davrinche, A",2021,BEF China,Sapindaceae,Koelreuteria,Koelreuteria bipinnata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,1.664,N/A,0.257,2,1.669,N/A,0.497,2,extra data request,,0.007130134,1.000006355
ef925,53,66,"Davrinche, A",2021,BEF China,Sapindaceae,Koelreuteria,Koelreuteria bipinnata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.601,0.399,4,1.664,N/A,0.257,2,1.594,N/A,0.128,2,extra data request,,-0.194530431,1.004730261
ef926,53,67,"Davrinche, A",2021,BEF China,Sapindaceae,Koelreuteria,Koelreuteria bipinnata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.566,0.434,8,1.664,N/A,0.257,2,1.624,N/A,0.369,2,extra data request,,-0.070973911,1.000629662
ef927,53,68,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,15.077,N/A,2.594,2,15.16,N/A,1.623,2,extra data request,,0.021642701,1.000058551
ef928,53,69,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.601,0.399,8,15.077,N/A,2.594,2,17.441,N/A,0.006,2,extra data request,,0.727137261,1.066091075
ef929,53,70,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.566,0.434,16,15.077,N/A,2.594,2,14.847,N/A,0.307,2,extra data request,,-0.070255043,1.000616971
ef930,53,71,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,398.102,N/A,43.722,2,386.173,N/A,13.178,2,extra data request,,-0.208431159,1.005430444
ef931,53,72,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.566,0.434,8,398.102,N/A,43.722,2,354.777,N/A,6.169,2,extra data request,,-0.782885223,1.076613659
ef932,53,73,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,16,398.102,N/A,43.722,2,380.369,N/A,20.12,2,extra data request,,-0.293976694,1.010802787
ef933,53,74,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.601,0.399,2,46.9,N/A,0.146,2,46.985,N/A,0.72,2,extra data request,,0.092315864,1.001065277
ef934,53,75,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.566,0.434,4,46.9,N/A,0.146,2,46.777,N/A,0.553,2,extra data request,,-0.17158855,1.003680329
ef935,53,76,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.504,0.496,8,46.9,N/A,0.146,2,46.862,N/A,0.386,2,extra data request,,-0.073468476,1.000674702
ef936,53,77,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.47,0.53,16,46.9,N/A,0.146,2,46.607,N/A,0.816,2,extra data request,,-0.282016783,1.009941683
ef937,53,78,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.731,0.269,2,1.631,N/A,0.001,2,1.443,N/A,0.075,2,extra data request,,-1.999852876,1.499926441
ef938,53,79,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.547,0.453,4,1.631,N/A,0.001,2,1.547,N/A,0.257,2,extra data request,,-0.260785197,1.008501115
ef939,53,80,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.504,0.496,8,1.631,N/A,0.001,2,1.647,N/A,0.081,2,extra data request,,0.157594817,1.003104516
ef940,53,81,"Davrinche, A",2021,BEF China,Altingiaceae,Liquidambar,Liquidambar formosana,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.47,0.53,16,1.631,N/A,0.001,2,1.56,N/A,0.16,2,extra data request,,-0.354054359,1.015669311
ef941,53,82,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,9.258,N/A,0.228,2,8.611,N/A,0.817,2,extra data request,,-0.608607208,1.046300342
ef942,53,83,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.838,0.162,4,9.258,N/A,0.228,2,9.37,N/A,0,2,extra data request,,0.391943293,1.019202443
ef943,53,84,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.738,0.262,8,9.258,N/A,0.228,2,8.928,N/A,0.357,2,extra data request,,-0.621588316,1.048296504
ef944,53,85,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.631,0.369,16,9.258,N/A,0.228,2,8.592,N/A,1.764,2,extra data request,,-0.298756949,1.011156964
ef945,53,86,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,486.539,N/A,2.859,2,469.097,N/A,56.723,2,extra data request,,-0.245033916,1.007505202
ef946,53,87,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.838,0.162,4,486.539,N/A,2.859,2,497.005,N/A,12.994,2,extra data request,,0.627642262,1.049241851
ef947,53,88,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.738,0.262,8,486.539,N/A,2.859,2,497.929,N/A,22.48,2,extra data request,,0.401035939,1.020103728
ef948,53,89,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.631,0.369,16,486.539,N/A,2.859,2,493.553,N/A,7.209,2,extra data request,,0.721624468,1.065092734
ef949,53,90,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,49.889,N/A,0.277,2,49.537,N/A,0.545,2,extra data request,,-0.459398741,1.0263809
ef950,53,91,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.838,0.162,4,49.889,N/A,0.277,2,49.717,N/A,0.232,2,extra data request,,-0.379817596,1.018032676
ef951,53,92,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.738,0.262,8,49.889,N/A,0.277,2,49.632,N/A,0.283,2,extra data request,,-0.517815718,1.03351664
ef952,53,93,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.631,0.369,16,49.889,N/A,0.277,2,49.5,N/A,0.757,2,extra data request,,-0.385041164,1.018532087
ef953,53,94,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.734,0.266,2,1.351,N/A,0.147,2,1.445,N/A,0.032,2,extra data request,,0.498536377,1.031067315
ef954,53,95,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.838,0.162,4,1.351,N/A,0.147,2,1.393,N/A,0.233,2,extra data request,,0.121639377,1.001849517
ef955,53,96,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.738,0.262,8,1.351,N/A,0.147,2,1.263,N/A,0.001,2,extra data request,,-0.477634128,1.028516795
ef956,53,97,"Davrinche, A",2021,BEF China,Fagaceae,Lithocarpus,Lithocarpus glaber,NA,woody,evergreen angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.631,0.369,16,1.351,N/A,0.147,2,1.471,N/A,0.159,2,extra data request,,0.442161771,1.024438379
ef957,53,98,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.633,0.367,2,368.354,N/A,9.508,2,374.569,N/A,30.287,2,extra data request,,0.156212078,1.003050277
ef958,53,99,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.45,0.55,4,368.354,N/A,9.508,2,361.529,N/A,25.33,2,extra data request,,-0.201272261,1.005063815
ef959,53,100,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.358,0.642,8,368.354,N/A,9.508,2,355.582,N/A,7.358,2,extra data request,,-0.847620787,1.089807625
ef960,53,101,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.633,0.367,2,46.963,N/A,0.215,2,46.838,N/A,0.039,2,extra data request,,-0.456437773,1.02604193
ef961,53,102,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.45,0.55,4,46.963,N/A,0.215,2,47.091,N/A,0.181,2,extra data request,,0.363391672,1.016506688
ef962,53,103,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.358,0.642,8,46.963,N/A,0.215,2,46.949,N/A,0.222,2,extra data request,,-0.03614481,1.000163306
ef963,53,104,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,NA,NA,24,46.963,N/A,0.215,2,47.175,N/A,0.315,2,extra data request,,0.443525975,1.024589411
ef964,53,105,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.633,0.367,2,2.023,N/A,0.075,2,1.648,N/A,0.045,2,extra data request,,-3.420901832,2.462821168
ef965,53,106,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.45,0.55,4,2.023,N/A,0.075,2,1.489,N/A,0.1,2,extra data request,,-3.408562844,2.452287582
ef966,53,107,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.358,0.642,8,2.023,N/A,0.075,2,1.885,N/A,0.195,2,extra data request,,-0.527019912,1.034718748
ef967,53,108,"Davrinche, A",2021,BEF China,Nyssaceae,Nyssa,Nyssa sinensis,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,NA,NA,24,2.023,N/A,0.075,2,1.556,N/A,0.066,2,extra data request,,-3.729665766,2.738800841
ef968,53,109,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.971,0.029,2,10.082,N/A,0.139,2,10.637,N/A,2.031,2,extra data request,,0.217524608,1.005914619
ef969,53,110,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.738,0.262,8,10.082,N/A,0.139,2,16.19,N/A,3.557,3,extra data request,,1.521228196,1.064746856
ef970,53,111,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.691,0.309,16,10.082,N/A,0.139,2,16.971,N/A,1.854,2,extra data request,,2.956441971,2.092568641
ef971,53,112,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.971,0.029,2,515.382,N/A,6.468,2,528.31,N/A,4.059,2,extra data request,,1.350821622,1.228089882
ef972,53,113,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.669,0.331,4,515.382,N/A,6.468,2,469.823,N/A,62.669,2,extra data request,,-0.576979844,1.041613218
ef973,53,114,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.738,0.262,8,515.382,N/A,6.468,2,511.33,N/A,16.189,3,extra data request,,-0.213461823,0.837889928
ef974,53,115,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.691,0.309,16,515.382,N/A,6.468,2,457.787,N/A,50.348,2,extra data request,,-0.905290964,1.102443966
ef975,53,116,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.971,0.029,2,48.431,N/A,0.412,2,48.804,N/A,0.427,2,extra data request,,0.501571132,1.0314467
ef976,53,117,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.669,0.331,4,48.431,N/A,0.412,2,48.33,N/A,0.045,2,extra data request,,-0.194441535,1.004725939
ef977,53,118,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.738,0.262,8,48.431,N/A,0.412,2,48.246,N/A,0.104,3,extra data request,,-0.530014719,0.861424894
ef978,53,119,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.691,0.309,16,48.431,N/A,0.412,2,48.158,N/A,0.562,2,extra data request,,-0.312585433,1.012213707
ef979,53,120,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.971,0.029,2,2.049,N/A,0.083,2,1.861,N/A,0.059,2,extra data request,,-1.473019624,1.271223351
ef980,53,121,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.669,0.331,4,2.049,N/A,0.083,2,1.983,N/A,0.253,2,extra data request,,-0.197773002,1.00488927
ef981,53,122,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus fabri,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.738,0.262,8,2.049,N/A,0.083,2,1.918,N/A,0.025,3,extra data request,,-1.819892394,1.164534166
ef982,53,123,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.955,0.045,2,10.442,N/A,1.552,2,10.909,N/A,0.75,2,extra data request,,0.216167653,1.005841057
ef983,53,124,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,physical,SLA,SLA,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.691,0.309,16,10.442,N/A,1.552,2,19.498,N/A,0.224,2,extra data request,,4.607950531,3.654151012
ef984,53,125,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.955,0.045,2,510.863,N/A,6.55,2,485.856,N/A,31.343,2,extra data request,,-0.623130646,1.048536475
ef985,53,126,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.762,0.238,4,510.863,N/A,6.55,2,457.663,N/A,9.289,2,extra data request,,-3.734569715,2.74337637
ef986,53,127,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.644,0.356,8,510.863,N/A,6.55,2,426.714,N/A,16.024,2,extra data request,,-3.878525108,2.880369626
ef987,53,128,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,physical,LDMC,LDMC,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.691,0.309,16,510.863,N/A,6.55,2,445.792,N/A,16.538,2,extra data request,,-2.918796744,2.064921804
ef988,53,129,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.955,0.045,2,48.889,N/A,0.195,2,47.904,N/A,0.548,2,extra data request,,-1.351159688,1.228204063
ef989,53,130,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.762,0.238,4,48.889,N/A,0.195,2,47.632,N/A,0.225,2,extra data request,,-3.368495482,2.418345227
ef990,53,131,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.644,0.356,8,48.889,N/A,0.195,2,47.64,N/A,0.032,2,extra data request,,-5.043099555,4.17910664
ef991,53,132,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,C,C,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.691,0.309,16,48.889,N/A,0.195,2,47.977,N/A,0.264,2,extra data request,,-2.217097088,1.614439937
ef992,53,133,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.955,0.045,2,1.765,N/A,0.05,2,1.717,N/A,0.178,2,extra data request,,-0.207142808,1.005363518
ef993,53,134,"Davrinche, A",2021,BEF China,Fagaceae,Quercus,Quercus serrata,NA,woody,deciduous angiosperm,angiosperm,species,nutrient,N,N,leaf,field,experimental,sapling,NA,juvenile,10,plot,29,(sub)tropical,No N-fixing neighbours,N,NA,0.6,0.762,0.238,4,1.765,N/A,0.05,2,2.014,N/A,0.106,2,extra data request,,1.695154424,1.359193565
